tipo_de_entidad,codigo_de_entidad,nombre_entidad,codigo_del_departamento,nombre_del_departamento,region,codigo_del_municipio,nombre_del_municipio,fecha_de_corte,cartera_de_creditos,categoria_a_riesgo_bajo_credito_de_vivienda,categoria_b_riesgo_intermedio_credito_de_vivienda,categoria_c_riesgo_alto_credito_de_vivienda,"categoria_a_riesgo_bajo_garantia_idonea,_creditos_y_leasing_de_consumo","Categoria_b_riesgo_intermedio_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_c_riesgo_alto_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_a_riesgo_bajo_garantia_idonea,_creditos_y_leasing_comerciales","categoria_b_riesgo_intermedio_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_c_riesgo_alto_garantia_idonea,_creditos_y_leasing_comerciales",categoria_a_riesgo_bajo_bienes_dados_en_leasing,categoria_b_riesgo_intermedio_bienes_dados_en_leasing,categoria_c_riesgo_alto_bienes_dados_en_leasing,categoria_a_riesgo_bajo_microcreditos_garantia_idonea,categoria_b_riesgo_intermedio_microcreditos_garantia_idonea,categoria_c_riesgo_alto_microcreditos_garantia_idonea
1,1,Cooperativa Financiera De Antioquia Cfa,24,Valle Del Cauca,Pacífica,130,CANDELARIA,2025-09-30,65184222756.7,30730180664.13,316139376.75,457216607.7,32895475869.11,1212795082.53,1645157954.9899998,1066907166.8399999,67946036.79,179611513.08,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,11,Cundinamarca,Andina,758,SOPO,2025-09-30,925319373.99,0.0,0.0,0.0,955005878.9,0.0,4153101.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,118,Crezcamos S.A.,9,Cesar,Caribe,11,AGUACHICA,2025-09-30,5870745633.28,0.0,0.0,0.0,0.0,0.0,0.0,773717423.8100001,64905614.24,195184811.54,0.0,0.0,0.0,4954285503.23,123909265.39,258431730.91000003
1,53,Banco W S.A.,24,Valle Del Cauca,Pacífica,563,PRADERA,2025-09-30,12498379521.71,0.0,0.0,0.0,337953397.27,0.0,28368703.0,652624911.53,0.0,171275820.2,0.0,0.0,0.0,11530753370.259998,59651727.97,76241204.69
22,8,Fondo Nacional Del Ahorro S.A.,33,Vichada,Orinoquía,999,TOTAL VICHADA,2025-09-30,1538530869.65,1512211391.66,84348336.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,Cooperativa Financiera De Antioquia Cfa,1,Antioquia,Andina,999,TOTAL ANTIOQUIA,2025-09-30,349380959938.88,4063677911.0,0.0,39566007.0,110612651214.0,1506549038.0,11774798380.0,142628420719.0,1610408784.0,6603491630.0,0.0,0.0,0.0,114313002504.0,1541702010.0,11035753337.0
1,43,Banco Agrario De Colombia O Banagrario.,22,Sucre,Caribe,742,SINCE,2025-09-30,19620393372.43,168415857.0,0.0,0.0,2492409449.63,22987394.0,50620922.0,2200389099.0,571976657.0,948658663.0,0.0,0.0,0.0,12665419329.0,785066869.0,1357674874.0
4,128,Nu O Nu Financiera,21,Santander,Andina,51,ARATOCA,2025-09-30,52560404.96,0.0,0.0,0.0,45863955.3,9426256.45,847759.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,23,Serfinansa,13,Huila,Andina,1,NEIVA,2025-09-30,630908385578.72,25277281470.0,117979891.0,1928166085.0,161325409362.74002,3602777895.53,8659873269.34,442123883619.05,1929495952.29,13599430659.18,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,15,Magdalena,Caribe,703,SAN ZENON,2025-09-30,51885433.27,0.0,0.0,0.0,53674459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,19,Quindio,Andina,302,GENOVA,2025-09-30,3117730.36,0.0,0.0,0.0,3213278.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,49,Av Villas,11,Cundinamarca,Andina,175,CHIA,2025-09-30,69236875462.77,34524208859.0,0.0,317291156.0,35029656951.77,359141617.0,1040823949.0,283705182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,17,Nariño,Pacífica,227,CUMBAL,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,8,Cauca,Pacífica,701,SANTA ROSA,2025-09-30,233288640.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235894668.92000002,0.0,0.0
1,60,Banco Mundo Mujer S.A.,9,Cesar,Caribe,13,AGUSTIN CODAZZI,2025-09-30,7988744335.44,0.0,0.0,0.0,849848064.97,4188067.14,25990812.0,125971145.47,0.0,21096505.669999998,0.0,0.0,0.0,6972302945.05,146349600.11,306863265.03000003
1,52,Bancamía S.A.,17,Nariño,Pacífica,1,PASTO,2025-09-30,17480600908.98,0.0,0.0,0.0,0.0,0.0,0.0,625749753.2299999,74635208.37,305237195.75,0.0,0.0,0.0,17366509106.79,262096879.34,892510742.7
4,118,Crezcamos S.A.,15,Magdalena,Caribe,1,SANTA MARTA,2025-09-30,6369178593.58,0.0,0.0,0.0,0.0,0.0,0.0,2371651906.79,112496335.2,683239664.56,0.0,0.0,0.0,3511178329.15,101678898.07,592043564.38
4,128,Nu O Nu Financiera,5,Boyaca,Andina,466,MONGUI,2025-09-30,34861759.9,0.0,0.0,0.0,36370175.32,0.0,3428055.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,27,Putumayo,Amazonía,573,LEGUIZAMO (PUERTO LEGUIZAMO),2025-09-30,14600656738.35,236570853.0,0.0,0.0,1661252090.13,0.0,39150796.0,2257891317.28,35624416.0,66183969.0,0.0,0.0,0.0,9406361219.0,579466034.0,1479940450.0
1,51,Ban100 S.A.,4,Bolivar,Caribe,1,CARTAGENA,2025-09-30,79732101781.37,0.0,0.0,0.0,81169090084.42,1313765175.09,920140163.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,5,Boyaca,Andina,500,OICATA,2025-09-30,80649925.75,0.0,0.0,0.0,84196957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,118,Crezcamos S.A.,15,Magdalena,Caribe,245,EL BANCO,2025-09-30,2023341507.13,0.0,0.0,0.0,0.0,0.0,0.0,70027851.87,22877864.28,84881530.78,0.0,0.0,0.0,1900133043.69,43381149.6,45611505.69
1,62,Mibanco S.A.,2,Atlantico,Caribe,1,BARRANQUILLA,2025-09-30,32772762069.83,4066181659.52,0.0,365633784.55,0.0,0.0,0.0,4881419353.92,182454922.35,820445724.49,0.0,0.0,0.0,23054536687.910004,244642057.7,1392705706.48
1,51,Ban100 S.A.,9,Cesar,Caribe,175,CHIMICHAGUA,2025-09-30,231259682.17,0.0,0.0,0.0,178433498.0,63460867.0,18196685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,16,Meta,Orinoquía,568,PUERTO GAITAN,2025-09-30,694057485.89,0.0,0.0,0.0,699551114.53,9161546.37,137154327.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,4,Bolivar,Caribe,212,CORDOBA,2025-09-30,8254748.08,0.0,0.0,0.0,8522200.02,0.0,120784.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,1,Antioquia,Andina,792,TARSO,2025-09-30,175676406.03,0.0,0.0,0.0,182675314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,33,Vichada,Orinoquía,773,CUMARIBO,2025-09-30,4940423020.11,0.0,0.0,0.0,1026611089.0,0.0,21234522.0,471006524.0,19378533.0,260548627.0,0.0,0.0,0.0,3171358900.0,174279499.0,378296406.0
1,53,Banco W S.A.,10,Cordoba,Caribe,466,MONTELIBANO,2025-09-30,4411168490.74,0.0,0.0,0.0,53926910.28,2586352.68,11054053.53,351847312.98,0.0,0.0,0.0,0.0,0.0,3949272963.62,43041925.16,155264417.37
4,128,Nu O Nu Financiera,12,Choco,Pacífica,495,NUQUI,2025-09-30,3936967.62,0.0,0.0,0.0,3583798.74,0.0,5395141.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,Banco Mundo Mujer S.A.,21,Santander,Andina,547,PIEDECUESTA,2025-09-30,16214757827.17,0.0,0.0,0.0,1898651635.81,27084215.59,38275887.16,1110257242.87,29892552.91,170189575.19,0.0,0.0,0.0,12840709161.910002,468399009.04,809853736.3399999
4,128,Nu O Nu Financiera,24,Valle Del Cauca,Pacífica,834,TULUA,2025-09-30,9372332925.32,0.0,0.0,0.0,9462550323.92,218591540.43,583084434.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,18,N. Santander,Andina,720,SARDINATA,2025-09-30,475396881.9,0.0,0.0,0.0,491393739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,8,Cauca,Pacífica,256,EL TAMBO,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,1,Antioquia,Andina,318,GUARNE,2025-09-30,22059190459.06,514190156.0,0.0,0.0,5749416389.0,52188340.0,30389525.0,6918017697.0,3124935.0,399450010.0,0.0,0.0,0.0,8551946398.0,573161083.0,597884598.0
1,67,Leasing Bancolombia,10,Cordoba,Caribe,1,MONTERIA,2025-09-30,142410756.0,0.0,0.0,0.0,146242978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63,Banco Serfinanza S.A.,34,Nacional,Nacional,5,TOTAL NACIONAL,2025-09-30,2142681388694.89,288000000.0,0.0,0.0,1376894111338.29,48720955025.61,127542649048.02,699218072634.25,27980305503.29,36302090238.6,0.0,0.0,0.0,0.0,0.0,0.0
4,118,Crezcamos S.A.,21,Santander,Andina,1,BUCARAMANGA,2025-09-30,56123210546.99,0.0,0.0,0.0,53053000114.93,1373689247.89,1076957334.31,1669937781.68,64259071.82,141793310.36,0.0,0.0,0.0,3133894835.69,156255512.01,468184517.35
1,43,Banco Agrario De Colombia O Banagrario.,26,Casanare,Orinoquía,139,MANI,2025-09-30,27081839627.68,244899882.0,0.0,0.0,2104907017.52,52830196.0,84954425.0,10765250246.0,526622186.0,1475965779.0,0.0,0.0,0.0,13825823048.0,418687490.0,801881525.0
1,1,Cooperativa Financiera De Antioquia Cfa,4,Bolivar,Caribe,244,EL CARMEN DE BOLIVAR,2025-09-30,27611270062.89,5157179692.27,86292561.95,0.0,19447765370.79,878898076.52,1098268122.46,2421245494.2,205840227.61,338808491.62,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,11,Cundinamarca,Andina,326,GUATAVITA,2025-09-30,630033634.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624062987.28,8138119.26,13059961.940000001
1,54,Bancoomeva,24,Valle Del Cauca,Pacífica,147,CARTAGO,2025-09-30,33926233955.14,13257970873.0,4469684.0,55335111.0,14738877449.939999,329229168.32,734720979.0899999,6230383094.450001,62779218.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,Fondo Nacional Del Ahorro S.A.,18,N. Santander,Andina,1,CUCUTA,2025-09-30,161491335791.13,159435979085.59,3060180973.99,5029003793.14,13454755.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,1,Antioquia,Andina,999,TOTAL ANTIOQUIA,2025-09-30,79686189472056.5,6432849974671.6,47116852007.44,104110296660.59,12909538519176.4,235959623751.57,1033503921330.5,60037007050898.15,833020538006.7,2170327025325.77,0.0,0.0,0.0,215576155436.06,3533581728.56,11200938327.25
1,51,Ban100 S.A.,11,Cundinamarca,Andina,53,ARBELAEZ,2025-09-30,79003523.79,0.0,0.0,0.0,81488153.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,1,Antioquia,Andina,30,AMAGA,2025-09-30,19163630417.63,560018697.0,103833620.0,0.0,7172754662.0,168566826.0,434301207.0,5281118995.0,423808650.0,178317248.0,0.0,0.0,0.0,5290492997.0,338669190.0,748587333.0
1,59,Leasing Corficolombiana,11,Cundinamarca,Andina,372,JUNIN,2025-09-30,24066875.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17818328.38,3837945.55,8408008.25
4,128,Nu O Nu Financiera,1,Antioquia,Andina,31,AMALFI,2025-09-30,170631699.29,0.0,0.0,0.0,174334716.45,1359649.17,16957414.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,33,Vichada,Orinoquía,999,TOTAL VICHADA,2025-09-30,17968039323.06,2262080053.6800003,32318716.91,129684606.83,8783848159.03,99612580.11,704709891.76,6143992521.58,215954860.6,48933700.91,0.0,0.0,0.0,855080411.1999999,0.0,33303207.08
1,51,Ban100 S.A.,1,Antioquia,Andina,88,BELLO,2025-09-30,24917749663.28,0.0,0.0,0.0,25530325467.63,193922771.18,194501293.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,1,Antioquia,Andina,607,RETIRO,2025-09-30,396061577.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384317148.52,16218414.79,8649125.32
4,128,Nu O Nu Financiera,5,Boyaca,Andina,763,SOTAQUIRA,2025-09-30,13590324.57,0.0,0.0,0.0,14020967.69,0.0,359275.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,5,Boyaca,Andina,676,SAN MIGUEL DE SEMA,2025-09-30,4931065.12,0.0,0.0,0.0,5058540.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,5,Boyaca,Andina,480,MUZO,2025-09-30,37782936.33,0.0,0.0,0.0,37729702.51,676424.37,7808622.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,17,Nariño,Pacífica,683,SANDONA,2025-09-30,21912874762.68,8649081063.5,168784862.16,542261094.55,5136695063.030001,159520909.2,490498028.51,6812662173.360001,75816349.1,1146822680.43,0.0,0.0,0.0,220019343.31,0.0,46607166.089999996
22,8,Fondo Nacional Del Ahorro S.A.,8,Cauca,Pacífica,1,POPAYAN,2025-09-30,134328582351.07,132717103681.02,3579269853.78,4019867903.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,1,Antioquia,Andina,658,SAN JOSE DE LA MONTA#A,2025-09-30,21510076.26,0.0,0.0,0.0,22159555.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,24,Valle Del Cauca,Pacífica,147,CARTAGO,2025-09-30,62002573296.56,1700521706.0,11498131.0,0.0,5884591756.67,47726882.0,312456336.0,45276835993.96,951073651.0,2782371279.0,0.0,0.0,0.0,8100593056.0,289438434.0,979550207.0
1,43,Banco Agrario De Colombia O Banagrario.,13,Huila,Andina,524,PALERMO,2025-09-30,29520223998.83,550364109.0,0.0,0.0,1394349975.16,0.0,185463666.0,15851715892.0,303699604.0,635786161.0,0.0,0.0,0.0,10765330029.0,315106926.0,1111586970.0
1,65,Leasing Bolivar,21,Santander,Andina,397,LA PAZ,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57,Banco Pichincha S.A.,18,N. Santander,Andina,1,CUCUTA,2025-09-30,35000698979.52,0.0,0.0,0.0,36042071383.4,134058579.91,173444594.45000002,0.0,20912068.11,283213494.28,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,24,Valle Del Cauca,Pacífica,823,TORO,2025-09-30,6751026.36,0.0,0.0,0.0,6980330.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,11,Cundinamarca,Andina,290,FUSAGASUGA,2025-09-30,5971062447.33,0.0,0.0,0.0,6144026781.5,7151778.0,35500198.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,4,Bolivar,Caribe,473,MORALES,2025-09-30,205234106.39,0.0,0.0,0.0,215202334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,1,Antioquia,Andina,761,SOPETRAN,2025-09-30,20194375306.41,270900130.0,0.0,28966345.0,6926217187.0,142681801.0,81531028.0,3603777056.0,221001114.0,333709930.0,0.0,0.0,0.0,8750632180.0,368556752.0,708324537.0
1,43,Banco Agrario De Colombia O Banagrario.,4,Bolivar,Caribe,673,SANTA CATALINA,2025-09-30,5278846268.58,0.0,0.0,0.0,876680555.0,0.0,29612990.0,167910259.0,291131699.0,4367419.0,0.0,0.0,0.0,3123427330.0,171023796.0,1232757210.0
1,51,Ban100 S.A.,17,Nariño,Pacífica,207,CONSACA,2025-09-30,18147975.21,0.0,0.0,0.0,9145503.0,11088415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,21,Santander,Andina,872,VILLANUEVA,2025-09-30,1187683.18,0.0,0.0,0.0,1227731.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,5,Boyaca,Andina,276,FLORESTA,2025-09-30,64420001.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59819292.17,6498628.05,6417954.67
1,59,Leasing Corficolombiana,5,Boyaca,Andina,466,MONGUI,2025-09-30,95396030.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92595269.93,0.0,4476872.85
1,63,Banco Serfinanza S.A.,1,Antioquia,Andina,1,MEDELLIN,2025-09-30,65877197990.53,0.0,0.0,0.0,29282588550.91,1331076905.57,4271170432.7999997,35434622288.86,41680081.82,1353665726.83,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,11,Cundinamarca,Andina,530,PARATEBUENO,2025-09-30,99710706.05,0.0,0.0,0.0,103938173.01,395851.38,431690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5,Confiar Cooperativa Financiera,1,Antioquia,Andina,697,EL SANTUARIO,2025-09-30,12861945457.0,5183486292.0,107237551.0,39397807.0,6844863123.0,52012034.0,118194197.0,131333604.0,0.0,0.0,0.0,0.0,0.0,799975212.0,7795584.0,45248387.0
1,23,Serfinansa,2,Atlantico,Caribe,573,PUERTO COLOMBIA,2025-09-30,44500879131.41,5356451757.0,0.0,378906316.0,21208399326.9,523300751.31,2051380252.73,4671060943.66,13759403963.5,216001192.15,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,1,Antioquia,Andina,660,SAN LUIS,2025-09-30,40975376.26,0.0,0.0,0.0,42546486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,Bancamía S.A.,11,Cundinamarca,Andina,875,VILLETA,2025-09-30,10396374876.73,0.0,0.0,0.0,2844532.09,0.0,0.0,347726617.09,0.0,0.0,0.0,0.0,0.0,10304745431.2,122594336.99,114123482.59
1,13,Bbva Colombia,1,Antioquia,Andina,999,TOTAL ANTIOQUIA,2025-09-30,9433415665433.47,1534271693615.99,5744691078.03,25494411341.42,2281286860835.51,25404899461.09,170589345330.26,5689194029411.9795,13294264408.16,66121125816.840004,0.0,0.0,0.0,0.0,0.0,0.0
22,8,Fondo Nacional Del Ahorro S.A.,25,Arauca,Orinoquía,1,ARAUCA,2025-09-30,4901176626.54,4718776729.0,155588950.28,405505512.96000004,0.0,166925.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,Fondo Nacional Del Ahorro S.A.,32,Vaupes,Amazonía,1,MITU,2025-09-30,1524242959.57,1488753859.46,0.0,113190781.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,1,Antioquia,Andina,59,ARMENIA,2025-09-30,14340121.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14484971.3,0.0,0.0
1,51,Ban100 S.A.,13,Huila,Andina,206,COLOMBIA,2025-09-30,152121120.66,0.0,0.0,0.0,156619383.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,5,Boyaca,Andina,720,SATIVANORTE,2025-09-30,134915978.03,0.0,0.0,0.0,138839167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,1,Antioquia,Andina,318,GUARNE,2025-09-30,1141435107.36,0.0,0.0,0.0,1178223450.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,Banco Mundo Mujer S.A.,8,Cauca,Pacífica,698,SANTANDER DE QUILICH,2025-09-30,44158966208.83,0.0,0.0,0.0,6794124123.32,34810333.39,180302399.83,7540182953.71,0.0,91135388.55,0.0,0.0,0.0,29754270686.17,666184882.66,2172106192.21
1,59,Leasing Corficolombiana,5,Boyaca,Andina,814,TOCA,2025-09-30,473723651.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472482474.21000004,649328.29,17697969.76
1,7,Bancolombia,24,Valle Del Cauca,Pacífica,109,BUENAVENTURA,2025-09-30,195041905169.42,38844202902.009995,505211847.89,3010730217.3199997,112638049694.42,3046611121.46,10284152239.3,35839410201.44,986444896.81,3006043968.49,0.0,0.0,0.0,3441860962.1499996,45119606.61,141211872.85
22,8,Fondo Nacional Del Ahorro S.A.,24,Valle Del Cauca,Pacífica,1,CALI,2025-09-30,669269587026.73,667430251010.47,11118020541.81,15126405650.86,204518324.84,0.0,31921891.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53,Banco W S.A.,1,Antioquia,Andina,999,TOTAL ANTIOQUIA,2025-09-30,81372618935.52,0.0,0.0,0.0,4876889988.5,611021.07,61906829.82,27223085234.489998,928933797.53,2252097699.56,0.0,0.0,0.0,48871436752.35,297778919.34,965106280.81
1,51,Ban100 S.A.,33,Vichada,Orinoquía,524,LA PRIMAVERA,2025-09-30,75139262.79,0.0,0.0,0.0,77306842.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,18,N. Santander,Andina,99,BOCHALEMA,2025-09-30,76631.66,0.0,0.0,0.0,78916.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,Cooperativa Financiera De Antioquia Cfa,1,Antioquia,Andina,761,SOPETRAN,2025-09-30,10383123240.82,0.0,0.0,0.0,3117497600.0,57767758.0,266489267.0,5634629811.0,48625859.0,200665219.0,0.0,0.0,0.0,2548640812.0,15269320.0,157068726.0
1,7,Bancolombia,20,Risaralda,Andina,170,DOS QUEBRADAS,2025-09-30,178274419667.95,93435043392.11,1133596307.14,1881435746.69,62139798338.0,855976576.7,4414594226.139999,19735014866.02,274970103.31,1552317106.8,0.0,0.0,0.0,2450464168.26,17908312.54,164679784.28
1,43,Banco Agrario De Colombia O Banagrario.,21,Santander,Andina,147,CAPITANEJO,2025-09-30,15103059798.23,201320070.0,0.0,0.0,1434583904.25,20856779.0,11145110.0,408176570.0,10795536.0,56456700.0,0.0,0.0,0.0,12590950711.0,296902984.0,880707622.0
4,128,Nu O Nu Financiera,22,Sucre,Caribe,124,CAIMITO,2025-09-30,30597760.84,0.0,0.0,0.0,30295729.48,1297750.0,2805756.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,Bancamía S.A.,22,Sucre,Caribe,215,COROZAL,2025-09-30,6746212449.79,0.0,0.0,0.0,0.0,0.0,0.0,1124357612.3899999,0.0,0.0,0.0,0.0,0.0,5620800321.429999,92572578.31,286873026.19
1,53,Banco W S.A.,17,Nariño,Pacífica,999,TOTAL NARI#O,2025-09-30,100379263013.83,0.0,0.0,0.0,16513458291.369999,13456013.08,654825290.71,6231503262.2,99227157.2,602732405.28,0.0,0.0,0.0,77521045767.07,806761386.69,2206367463.47
4,128,Nu O Nu Financiera,13,Huila,Andina,78,BARAYA,2025-09-30,41232647.31,0.0,0.0,0.0,41167740.66,1477185.25,4389621.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,20,Risaralda,Andina,45,APIA,2025-09-30,4522985.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4568672.14,0.0,791859.58
1,13,Bbva Colombia,4,Bolivar,Caribe,430,MAGANGUE,2025-09-30,82621080952.84,11466168587.17,109408001.56,1366648379.72,63128807116.22,610477330.19,7740553449.889999,7558856545.7,1017188008.72,292002885.06,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,1,Antioquia,Andina,858,VEGACHI,2025-09-30,112090701.78,0.0,0.0,0.0,110421308.58000001,5328371.74,15549493.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,1,Antioquia,Andina,30,AMAGA,2025-09-30,95326985.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91366616.79,3487130.12,10050942.58
1,13,Bbva Colombia,4,Bolivar,Caribe,468,MOMPOS,2025-09-30,81271757486.83,10887560734.76,80866051.08,335283059.33,66464822512.22,879054764.91,5660772566.400001,4904397875.08,30000000.0,110712495.94999999,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,11,Cundinamarca,Andina,653,SAN CAYETANO,2025-09-30,56200281.03,0.0,0.0,0.0,57804075.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,5,Boyaca,Andina,755,SOCOTA,2025-09-30,18363914.61,0.0,0.0,0.0,19243011.02,0.0,7856438.5200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,67,Leasing Bancolombia,16,Meta,Orinoquía,999,TOTAL META,2025-09-30,1614624071.0,0.0,0.0,0.0,1614848719.0,41342813.0,37188252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,5,Boyaca,Andina,686,SANTANA,2025-09-30,53244184.77,0.0,0.0,0.0,49337764.29,6564096.88,4886253.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
